comment_id,task_id,user_id,text,created_at
324c7c2f-2ac9-4737-a203-4eb113863359,c2ce957e-16ef-44a1-b750-a7b6b28dcbf0,f33e0e99-a4cb-4021-915b-656d1d2a29e6,Pushing this to next sprint.,2026-01-06 12:37:49
e1cd5f7c-a058-4f89-976e-fdb2c03a8a51,c2ce957e-16ef-44a1-b750-a7b6b28dcbf0,d711e365-1c7e-4baf-bc87-55c7838a9458,Pushing this to next sprint.,2026-01-06 12:37:49
b73f8147-6cff-414b-92c1-54dee4d9e3e1,926ee01d-d844-4e28-91ba-2a9551b5eeef,5e11aa70-4e35-46d4-b8cd-f478366363ba,Needs clarification from stakeholders.,2026-01-06 12:37:49
9219d983-ca00-4f73-9b50-8cd44ccf07c7,6d17cc59-5948-441a-8a93-7229ce934def,25d7707e-ffc3-453b-8ea7-b41c7759f9ef,This looks good to me.,2026-01-06 12:37:49
26c6262f-5ff1-47d9-8b08-e9010f292a6d,827bf8da-1577-457a-a0ca-006a2d2f284f,11a79235-5db5-44a3-9cdd-e96ed3f70db0,Pushing this to next sprint.,2026-01-06 12:37:49
0201b7be-78ab-45f1-9baa-1d41f9152a8f,827bf8da-1577-457a-a0ca-006a2d2f284f,fbf7d929-520a-43ac-ae63-b0e41e5a56ba,Let’s discuss this in standup.,2026-01-06 12:37:49
4cc27293-33a5-4b01-a92d-c1c2a6e1ec18,7bc50379-16d1-4345-b80e-7a1dc1724a95,3ef4a589-f539-4416-a8e2-75c75f91b320,Please review this when you get time.,2026-01-06 12:37:49
2bcdc707-4ab9-4f90-9e75-ab8ede44fe50,d199ef9c-ecd8-4219-b938-189bdf84633b,4138b6d1-d433-46f8-8889-aba46334321b,This looks good to me.,2026-01-06 12:37:49
8e528e1c-83c8-421d-9d3b-e20d11ddd8cc,d199ef9c-ecd8-4219-b938-189bdf84633b,24eabea7-e35e-492b-859b-6d9ddb6ea934,"Blocked due to dependency, will update.",2026-01-06 12:37:49
ac8a6147-a8d1-4d18-abc3-e54f4be9cc09,64fac249-c165-435f-8227-24d3445059bb,889e0741-e3aa-450c-a238-966ce5509291,This looks good to me.,2026-01-06 12:37:49
9095911c-98a2-4832-95a5-3ddb4a6a0eb4,2ccdedaf-1c32-46dc-b3c9-2c03137a8236,2332ea6f-b1d9-4fc6-965d-921a20bd59d3,Needs clarification from stakeholders.,2026-01-06 12:37:49
61cdcb31-e350-408b-9cf2-d443bfc7344c,2ccdedaf-1c32-46dc-b3c9-2c03137a8236,aeff113c-a0f9-4096-8373-e5ba7eabad7b,This looks good to me.,2026-01-06 12:37:49
18c71dfa-2411-4259-97b4-2de50d1d6b37,1827372a-0ea5-4b91-9243-fa0fa2b1b569,1e27fdbb-364c-475f-a4d9-f1adb00da2ce,Can we prioritize this?,2026-01-06 12:37:49
9c3bdd31-44e5-4e9d-822c-ec9d256beb02,1827372a-0ea5-4b91-9243-fa0fa2b1b569,92adeb7a-81a1-43d0-922d-2cca77fdef81,Can we prioritize this?,2026-01-06 12:37:49
dc2b928f-efb6-49fc-8214-5a9972071ca5,1827372a-0ea5-4b91-9243-fa0fa2b1b569,a78c1a9a-ea08-4afe-bae8-5c27f6268a2a,Needs clarification from stakeholders.,2026-01-06 12:37:49
aaa3da40-6f75-4309-9248-f5e293067c12,6d11d07f-0755-4ac7-8561-37328652ebf7,6929b522-5b91-45ac-86e8-be0eff3ad7c8,Can we prioritize this?,2026-01-06 12:37:49
bca5f39a-86df-4d23-b5de-9e4fd57518fe,6d11d07f-0755-4ac7-8561-37328652ebf7,89ae2a4b-a88c-4458-8dad-f3b674d8886c,"Blocked due to dependency, will update.",2026-01-06 12:37:49
459f1660-3c9b-415f-9f99-6484515ca87f,6d11d07f-0755-4ac7-8561-37328652ebf7,4138b6d1-d433-46f8-8889-aba46334321b,Can we prioritize this?,2026-01-06 12:37:49
cca35589-f8a3-4cca-abab-67dc96747b44,ac509092-758d-4a5a-b79f-db43954436ce,3f1c16a9-c7ee-4d97-89b1-02854fc5c874,Let’s discuss this in standup.,2026-01-06 12:37:49
11ef91eb-796e-4c53-90ea-96413a472336,ac509092-758d-4a5a-b79f-db43954436ce,83583bd6-4632-4269-9d99-7e6b9cd00249,Please review this when you get time.,2026-01-06 12:37:49
f92b4efb-cadc-46e6-9acc-780f6a28f1e9,ac509092-758d-4a5a-b79f-db43954436ce,045a05e6-e13f-4bdf-8974-8bf482a41975,"Blocked due to dependency, will update.",2026-01-06 12:37:49
d3f1d4ea-df17-42a1-a523-76896f827fbd,3a994cc6-7bda-4ef6-941f-1319557e6064,59513eb5-1a78-40b3-98ec-1dd93c921626,Needs clarification from stakeholders.,2026-01-06 12:37:49
97a8fb73-f860-47db-bdd8-fb9b5480f84e,3a994cc6-7bda-4ef6-941f-1319557e6064,5381b71f-8b56-43ca-acb9-69f39aeaadc8,This looks good to me.,2026-01-06 12:37:49
7f69c129-49c0-449b-a5e2-3e2ffeca34a1,a015fbe7-4a4b-4a3d-9eb9-f9d2394b1158,bcb7159b-df2b-43e7-9ff0-76ec76ecff7a,Pushing this to next sprint.,2026-01-06 12:37:49
6ee6e8a0-4ea7-497f-95e1-52cccb4f99dc,46615575-d4e6-4742-a94b-5727253ca56e,90b5bf28-8aa5-41b2-81ee-cddc11eec6de,Please review this when you get time.,2026-01-06 12:37:49
f0352696-8150-404f-be7a-51de46446260,202362f3-d1aa-47cd-8bb0-5bd311e86a77,ee34832e-7e38-4c7a-a3c6-3a8028bea516,"Blocked due to dependency, will update.",2026-01-06 12:37:49
76393d73-6799-41d0-840e-8d8e915d5c1f,202362f3-d1aa-47cd-8bb0-5bd311e86a77,e4b4f74f-f4d8-45d7-9a05-27c4bf8d339b,Please review this when you get time.,2026-01-06 12:37:49
417a7f12-e169-4ed2-bd1d-fb5d16599485,202362f3-d1aa-47cd-8bb0-5bd311e86a77,e3648566-bb44-4665-848f-b3cbdc56935b,Let’s discuss this in standup.,2026-01-06 12:37:49
0e536f54-6194-48b3-9892-ea277f7ac193,d2507796-cbeb-4d9c-abe2-d7a9b8cf92ea,be51426f-5a24-4ab7-92d2-7bfb34f41522,This looks good to me.,2026-01-06 12:37:49
485b684e-debb-485c-963b-823f982cab26,d2507796-cbeb-4d9c-abe2-d7a9b8cf92ea,2fc7121b-19d3-4f20-9a35-1f666488ec06,"Blocked due to dependency, will update.",2026-01-06 12:37:49
dafefecf-ccd6-45db-b597-bf67ee5f6fbd,d2507796-cbeb-4d9c-abe2-d7a9b8cf92ea,2f9be1ce-ea1a-4b24-8603-f8bd3d4cc2b3,Pushing this to next sprint.,2026-01-06 12:37:49
5c49c8f1-1223-4cd7-b46d-7d43571434be,24eb6f63-1060-4a7f-9e84-a04b82ecc06b,e3648566-bb44-4665-848f-b3cbdc56935b,"Blocked due to dependency, will update.",2026-01-06 12:37:49
88c0704d-1d7c-4268-b580-65586425c407,7b8bf706-e0ce-4fbf-8f28-a0a8f71cb14a,013aaeff-99ad-4e44-99c8-c3a8535154e3,Please review this when you get time.,2026-01-06 12:37:49
b3c2c96b-1e9c-406c-ab93-bc2110ee7257,7b8bf706-e0ce-4fbf-8f28-a0a8f71cb14a,5f22ecb5-a073-42c7-818d-5a40d064c9d0,Pushing this to next sprint.,2026-01-06 12:37:49
411695c9-44ee-425e-a8f8-b25526321518,bc070c92-43ab-4f1b-a586-c6debc5bb458,233663e4-ec17-4822-af0c-b4d16afd39da,"Blocked due to dependency, will update.",2026-01-06 12:37:49
3916f107-0621-4363-8f21-a0e929abd0fa,bc070c92-43ab-4f1b-a586-c6debc5bb458,7950c7bd-90cb-493c-8fe2-3e42ee2160cc,"Blocked due to dependency, will update.",2026-01-06 12:37:49
3d49b3da-b199-4976-93e2-10d770f5e5ee,bc070c92-43ab-4f1b-a586-c6debc5bb458,a07e1a87-4ea4-419f-ad3b-08cb9f2c5209,Pushing this to next sprint.,2026-01-06 12:37:49
e1a02699-86a3-4b48-98f6-7d4e36baba20,81da96af-506f-4227-afae-d0f01503f37b,3d567928-ff16-4787-aaf6-3a7a91d0ad1b,Can we prioritize this?,2026-01-06 12:37:49
97c6278b-3a23-43aa-b8ad-0a00b7950364,81da96af-506f-4227-afae-d0f01503f37b,0e416059-79dd-4151-92b5-fb644a377110,"Blocked due to dependency, will update.",2026-01-06 12:37:49
e180d4af-7918-4fe7-acfe-357bf000714c,81da96af-506f-4227-afae-d0f01503f37b,97693c93-0172-4f5d-8ad9-edcec4bbef8f,Please review this when you get time.,2026-01-06 12:37:49
25683fde-13ac-48c9-9908-5a0630707614,da380f47-4d0a-47bd-a25f-4caf1ffb648a,b2edc3c1-efb0-4772-ad7b-d34701bbef33,Please review this when you get time.,2026-01-06 12:37:49
a13c41ab-3547-41ff-9cec-153d10be99c4,da380f47-4d0a-47bd-a25f-4caf1ffb648a,cfbb64c4-ffd0-4ad3-8f6b-4630cd2b780d,Needs clarification from stakeholders.,2026-01-06 12:37:49
14fd2781-9c52-4899-8487-ca9949e4802e,ea437c24-0e28-48ec-bd1d-428611ada1f3,afbb40ec-6dfc-45d4-bf38-21f4a7d5fedd,Please review this when you get time.,2026-01-06 12:37:49
1088ee53-d44b-41d3-a837-a8428cf15d90,ea437c24-0e28-48ec-bd1d-428611ada1f3,f560456b-7aff-47a5-9918-51e68aecca51,Pushing this to next sprint.,2026-01-06 12:37:49
32a2f0d5-3e3e-4a71-b95c-01a5c66e2d7e,ea437c24-0e28-48ec-bd1d-428611ada1f3,8ba6f9f7-f604-4dd8-8a45-c698feee9ddb,This looks good to me.,2026-01-06 12:37:49
547deef6-9970-4f83-8dbb-7eaf18619c32,972816cf-be7c-4608-8bc5-a5064fe08bd9,a867370b-9c68-4a15-8dda-4261d9d3eade,This looks good to me.,2026-01-06 12:37:49
8f8275a8-77c4-4840-a5a7-92b51596cb38,312c508a-941f-416f-9d1a-56c9d8e83359,08825e82-da1c-4f9d-81b5-eb0293f291a2,This looks good to me.,2026-01-06 12:37:49
45acf729-db89-4dd5-a25f-0f74f4b4faac,736665f5-58de-4c4a-a08d-16a352004aea,20bf4597-5ab7-4908-92ca-68fc17d3d5ad,"Blocked due to dependency, will update.",2026-01-06 12:37:49
8c523d9d-fff3-4611-9324-c390c429e971,736665f5-58de-4c4a-a08d-16a352004aea,77ddd1be-005b-41a8-8faa-f97eb4d5956f,Pushing this to next sprint.,2026-01-06 12:37:49
0266ade3-604a-4dfe-8302-8711f8fb440c,ba85b225-d952-4174-ae88-f6fd28a633bb,63d6d051-d99e-476b-bdb3-df83dce9da29,"Blocked due to dependency, will update.",2026-01-06 12:37:49
552e0134-0744-4bee-bc04-e3c700ac58cb,fbc123e9-d0ae-4b61-a050-849f0cea06b5,fc6eaac7-2da3-4ba3-a151-f2e66a9599aa,Let’s discuss this in standup.,2026-01-06 12:37:49
e67a2fe3-c4c8-4cbd-97d2-af621102990f,d43a599d-d9d3-4035-bfdf-5183486bc2e6,d4308b09-f82e-4a16-82c9-54d85ab6a91a,Please review this when you get time.,2026-01-06 12:37:49
145867a1-4916-4838-999f-ba7e97456052,d43a599d-d9d3-4035-bfdf-5183486bc2e6,1f433be2-8036-4118-9900-994187d8d64e,Needs clarification from stakeholders.,2026-01-06 12:37:49
b2ab9318-4302-4935-9814-193b4d305889,d43a599d-d9d3-4035-bfdf-5183486bc2e6,15465d41-60df-45d3-8726-d64a447bf4f5,"Blocked due to dependency, will update.",2026-01-06 12:37:49
c7308f9f-03c2-48d9-9348-8f2f9e3f120b,3d662ff5-39da-461d-a3d7-212168fa2ab9,c933f246-1f92-4c50-bc87-65a5cb4d07a4,Please review this when you get time.,2026-01-06 12:37:49
8fe7fc0f-24ab-4b16-8b6a-8bab84e9ff2c,3d662ff5-39da-461d-a3d7-212168fa2ab9,339c87c9-bc7c-4320-9781-c029df89bb37,Let’s discuss this in standup.,2026-01-06 12:37:49
17edc8d5-1237-4697-8865-6e6fff809140,46a7ca8f-8425-4b9c-86c7-f67dbe568b8e,843c3290-6606-4704-a703-a35bf93e2e1f,Please review this when you get time.,2026-01-06 12:37:49
a698db77-4ff9-4cf6-834c-5347f1c5214c,46a7ca8f-8425-4b9c-86c7-f67dbe568b8e,07ecb8a5-a9df-4088-beb5-3bfb13e8a8dd,Pushing this to next sprint.,2026-01-06 12:37:49
f39a00f5-edba-4f0e-bad5-cc64b1fecd46,b1fba65d-0b2d-4a8d-8802-991dfddb452e,bd291487-8455-48a5-b114-f8838e64e2d2,Please review this when you get time.,2026-01-06 12:37:49
78ac1838-1388-4ad2-8c3d-323a8f7d9b9c,b1fba65d-0b2d-4a8d-8802-991dfddb452e,8427a7f8-18bf-48aa-8acc-4c95d8fb157a,Let’s discuss this in standup.,2026-01-06 12:37:49
96f82fec-166a-48ae-9e1e-8802af798e83,b1fba65d-0b2d-4a8d-8802-991dfddb452e,e2bce3f4-3f9f-42f9-ad2d-a56f1a98856c,Can we prioritize this?,2026-01-06 12:37:49
d442ad88-ef06-42fd-a044-d9e9ef5ee489,8335012e-851c-4dd8-a081-6d0b5f181dc9,6681baca-2d62-4afd-a481-6c7e1c3069b6,Needs clarification from stakeholders.,2026-01-06 12:37:49
b8f2bf2a-8e31-4121-bc61-b7c4fdbd6224,8335012e-851c-4dd8-a081-6d0b5f181dc9,8e458386-fcce-44f8-93f6-14ad78692f60,Please review this when you get time.,2026-01-06 12:37:49
9a1fed20-9ff7-4419-af1f-3c0feab67e7a,8335012e-851c-4dd8-a081-6d0b5f181dc9,73ca4b88-6558-4dc5-ac15-c27f52935d80,Needs clarification from stakeholders.,2026-01-06 12:37:49
f1897851-6755-4324-911b-5634e43d60e6,0984bd3d-510a-44ca-baed-157a06a91803,86cd68b0-7069-4ee4-aa63-2e5e6bd95483,Let’s discuss this in standup.,2026-01-06 12:37:49
b9c07e0e-879d-4282-84ed-6f87b59f14c8,0984bd3d-510a-44ca-baed-157a06a91803,e457dd1c-81b6-461f-a31c-88d6ddc683df,"Blocked due to dependency, will update.",2026-01-06 12:37:49
7935a91b-027e-48b8-b16b-61e20702a935,0984bd3d-510a-44ca-baed-157a06a91803,5753f324-c22e-4b31-b77c-dc2b6be74069,Please review this when you get time.,2026-01-06 12:37:49
5ca5a31c-ead9-45b6-b40d-7d3c7987d41f,353bee2d-5bc0-409d-b793-dd00c2b35024,67b10f13-83c6-47a9-8e47-d8034d2eb323,Can we prioritize this?,2026-01-06 12:37:49
6599c249-35dc-42f4-b5d7-b57292c1d3a7,08523c9b-c49a-4c5d-b3fd-29a4d49a6cc3,38ac8727-0cc5-42d7-bf9f-f4c5ca613d89,Please review this when you get time.,2026-01-06 12:37:49
4ba4cf49-bfc4-496c-bc31-a5424c98ca10,08523c9b-c49a-4c5d-b3fd-29a4d49a6cc3,b5456a12-1249-4f6d-b38c-fd4dac39d294,Please review this when you get time.,2026-01-06 12:37:49
795e24b1-289a-444f-9058-7340a25bd257,08523c9b-c49a-4c5d-b3fd-29a4d49a6cc3,91464797-fb5a-4c72-bc6f-c9ff26c3f0a6,Please review this when you get time.,2026-01-06 12:37:49
22913fb5-c829-4ba7-91a0-9b65e05d6f5f,1cf843ed-13ec-4583-99fb-18b22acf92cb,0214408b-958f-428c-9441-6354e60cfc2b,Needs clarification from stakeholders.,2026-01-06 12:37:49
417ecb06-b257-4c6f-b930-542168738bc7,da0323b1-3554-484b-929f-d524641e5f55,f99c617b-8db8-4a6f-bb2a-2a2905721569,Let’s discuss this in standup.,2026-01-06 12:37:49
67a6f6a0-9629-489b-835c-2321e8ddb3d2,da0323b1-3554-484b-929f-d524641e5f55,b903bd26-5c8f-4386-84de-94deeb5a10a8,Please review this when you get time.,2026-01-06 12:37:49
49401026-2f4b-4205-8fbd-0148dfbcab1e,21262f10-5a42-4a97-a320-f12ef907c2da,e457dd1c-81b6-461f-a31c-88d6ddc683df,This looks good to me.,2026-01-06 12:37:49
aa97146f-b9a4-4e50-951f-d41366a90026,21262f10-5a42-4a97-a320-f12ef907c2da,8233ed30-4345-4e0d-80e7-c17aedcfc759,Pushing this to next sprint.,2026-01-06 12:37:49
c90b9904-3c26-45b7-91e7-5dd5e4b2c8ea,bfc3b0ce-3eb5-4003-8fff-46fb4dbe744e,0d407e51-e217-4c81-ad4c-6941246b5f1c,Can we prioritize this?,2026-01-06 12:37:49
546fc1a8-0ff3-429f-9d0e-adb166448cd2,bfc3b0ce-3eb5-4003-8fff-46fb4dbe744e,7281a313-0544-4cbe-bb19-278e4091e7f8,This looks good to me.,2026-01-06 12:37:49
680927f2-11a6-4310-b7ee-d678b8512d0a,bfc3b0ce-3eb5-4003-8fff-46fb4dbe744e,d8ddbad7-bc0d-4d3c-9274-f0a049224d09,This looks good to me.,2026-01-06 12:37:49
d53c72a1-601a-4a88-bf26-cc96cd40cec8,d4c68996-5cf3-4f0d-b5d4-6d1a4cf01009,6214014f-1593-4399-a970-72b664b1dfda,Please review this when you get time.,2026-01-06 12:37:49
0303b4de-70d1-46aa-873e-6087ad5e5b3c,d4c68996-5cf3-4f0d-b5d4-6d1a4cf01009,554386e4-216c-4e59-a029-dad0284c5801,"Blocked due to dependency, will update.",2026-01-06 12:37:49
7570d956-01ab-4b8d-b3a7-225d294df04b,d4c68996-5cf3-4f0d-b5d4-6d1a4cf01009,6d0738ce-1e34-46f2-88d5-9bb87e2c81d3,This looks good to me.,2026-01-06 12:37:49
30aefe76-525b-4a8c-9101-56ca5d9f878b,cee41625-5ddb-461c-9d65-d758e52f833d,356f0dc2-93e3-4388-aa29-4595bda0ce7e,Needs clarification from stakeholders.,2026-01-06 12:37:49
f8cb48a3-3d1a-48bb-a7f9-dbfda3b3debf,47b9cf1f-1f27-47ad-998e-43911e9c12dd,bd9b73c9-b37f-4e78-a506-4f703190f1a6,"Blocked due to dependency, will update.",2026-01-06 12:37:49
8b4eb023-38db-4643-893f-0d9110f865c8,e3ff368e-b620-4c3c-acfa-a38871edda3d,0cc9eb8a-d545-47a1-8c7f-146edbd30fde,Can we prioritize this?,2026-01-06 12:37:49
1ba40089-34a0-4062-ac01-594bb841f5ea,f26b7f02-6c90-4e1d-96f5-f35c04b5a889,72e8f060-4924-4803-989e-f834ad66efb0,Let’s discuss this in standup.,2026-01-06 12:37:49
7526bb1b-baf5-4cc0-9248-3f6b25ce3952,f26b7f02-6c90-4e1d-96f5-f35c04b5a889,360cd11f-57f8-4cb6-9e8b-4110ca15ee9b,Pushing this to next sprint.,2026-01-06 12:37:49
a06b16ca-59e9-44a8-b317-eb34f7aeb114,dde86ad0-ffb9-42ed-842f-f49688a7832d,bf6315ef-9e19-4b4e-879b-063e53dd3a1d,Please review this when you get time.,2026-01-06 12:37:49
6f830d41-8dd8-4cb4-8426-0e435e0c684e,dde86ad0-ffb9-42ed-842f-f49688a7832d,ac01d508-a826-41ca-9e0a-49550f7895d8,This looks good to me.,2026-01-06 12:37:49
f6d9edb3-983a-41a9-9ac7-ae2afd885173,dde86ad0-ffb9-42ed-842f-f49688a7832d,e761992d-6006-4aba-875b-679b050cdf28,Pushing this to next sprint.,2026-01-06 12:37:49
f9e09c20-f375-48f9-80a7-2fa6919bbfbe,779cd97e-a33a-4f26-8ead-889c88a2ab37,d984b6f4-496e-4a6f-9ac0-8625a1046a79,"Blocked due to dependency, will update.",2026-01-06 12:37:49
453f240f-ad26-4b4e-8d74-dbd2a2d28ff8,5fe03c3c-6990-483e-a249-a31fb649dbac,809f8ec3-e431-40bd-a905-17eeba1955b6,Please review this when you get time.,2026-01-06 12:37:49
e9cbf93d-8fb5-4de0-967e-b9ba7619b941,5fe03c3c-6990-483e-a249-a31fb649dbac,afac1385-a696-48b1-9e3b-6392681d928d,Pushing this to next sprint.,2026-01-06 12:37:49
8d69c13c-f483-466c-a6e8-b8e27a959b8a,5fe03c3c-6990-483e-a249-a31fb649dbac,6cc8093d-6d66-4fca-a581-74ed49848314,Pushing this to next sprint.,2026-01-06 12:37:49
5e25fcf1-007e-44da-a95d-3d270492f058,fe7838d8-bede-4488-aba3-bc7df5812ff3,a3c4ea80-f359-4a15-8209-1998de26db59,Let’s discuss this in standup.,2026-01-06 12:37:49
0b8e57e0-ad99-47e7-aaa3-73debbea7e57,fe7838d8-bede-4488-aba3-bc7df5812ff3,ef35f0aa-c106-4211-8156-720981f31c73,Needs clarification from stakeholders.,2026-01-06 12:37:49
e192da4d-ee18-417b-bcdb-39c6e12367cc,8a196809-8bbc-4307-a804-8e01fc7cef8d,fee989ab-028f-4761-a3f9-e2297e887852,Please review this when you get time.,2026-01-06 12:37:49
3fdad103-0f7a-4d20-87fa-24a148aff43e,e588c4ee-924c-4791-afa5-045687d2a3a5,8c33eed5-f495-4dd7-b578-2214dd4290fd,Let’s discuss this in standup.,2026-01-06 12:37:49
38080380-d6f7-4a51-9305-6adcb3f9bd2e,e588c4ee-924c-4791-afa5-045687d2a3a5,5660b3d3-02c3-49f1-8278-1481c9a3f5fa,Can we prioritize this?,2026-01-06 12:37:49
a7d2ac1a-3985-4a03-b279-15b96b977883,7123f4ae-7d39-4e33-b97d-7948727b85b3,70d9449c-52eb-4938-a726-45cdec8d1b7f,Please review this when you get time.,2026-01-06 12:37:49
ccbd5d6d-bd2b-4cbf-9eeb-792b2a8c5c95,7123f4ae-7d39-4e33-b97d-7948727b85b3,bec2bf0d-f2d1-45ec-8b4e-cccf3fcc9b8c,Please review this when you get time.,2026-01-06 12:37:49
e844f1c7-2a97-4a0e-929c-385e37288982,7123f4ae-7d39-4e33-b97d-7948727b85b3,5556b3af-d917-48db-be6e-c7745414cda7,Pushing this to next sprint.,2026-01-06 12:37:49
8921f527-4887-4f59-8d90-6a3acaa44eb1,cc0092c8-6f9d-494d-92fb-581408854652,542df552-b927-473e-8dbb-fe0a37dd8467,This looks good to me.,2026-01-06 12:37:49
7ad0d70f-f87d-45df-9415-48d0a1725bde,cc0092c8-6f9d-494d-92fb-581408854652,dd7ff82b-5ebe-452d-8e72-157e19247a1a,Let’s discuss this in standup.,2026-01-06 12:37:49
b33b43a8-f0c2-4fbc-a139-b6c37767469b,cc0092c8-6f9d-494d-92fb-581408854652,edb5fdee-e4ef-47c6-ad67-1e046ba14482,"Blocked due to dependency, will update.",2026-01-06 12:37:49
61babaa9-0d8a-4957-abc7-1a8a6e06d1ff,bbd4beb2-5194-4254-a4bb-805a257a04f8,ace99269-1ea2-4620-8b3c-c503c0e6a01c,This looks good to me.,2026-01-06 12:37:49
2b87003c-d10f-4c18-9e05-8d685fd900b4,bbd4beb2-5194-4254-a4bb-805a257a04f8,44afcf41-305d-4f03-84f8-6edc82ee00c5,Can we prioritize this?,2026-01-06 12:37:49
c63b32bf-76d4-4d1f-ae5b-ea73118dd434,710ad51e-3ebc-4db9-9714-730a97946275,e9a623d6-258d-4377-a52e-a52bba6a74bd,Needs clarification from stakeholders.,2026-01-06 12:37:49
115d4289-6763-443a-8b34-1b88a41f712b,710ad51e-3ebc-4db9-9714-730a97946275,5beba2c5-0075-4067-a380-15f7bee50303,Needs clarification from stakeholders.,2026-01-06 12:37:49
7b14cb93-d6af-4f5c-8db3-5c2878b45cd8,24f80b10-ee36-484c-a792-92f1428add65,5b8398ab-1661-41cc-9045-68458acbd659,"Blocked due to dependency, will update.",2026-01-06 12:37:49
94856d54-d409-4563-bd51-92f1f82861d4,24f80b10-ee36-484c-a792-92f1428add65,152a225b-9c62-4db7-bad9-094bb418ed28,This looks good to me.,2026-01-06 12:37:49
12d4b6b2-7468-4ab5-b035-ef22410c5573,24f80b10-ee36-484c-a792-92f1428add65,ea418b48-dd21-4a87-9929-b50a03b64f3c,This looks good to me.,2026-01-06 12:37:49
3902617c-6ba7-478e-a62c-ebda3e6886e1,b8ed1d06-d1c4-409f-af0d-e64bf5c41f76,744f7486-323b-4647-bcdf-ed04668eca16,Needs clarification from stakeholders.,2026-01-06 12:37:49
6f73ad7b-788a-432d-a2c7-bff7041e63b0,b8ed1d06-d1c4-409f-af0d-e64bf5c41f76,dc25073b-cab8-45ef-9fc9-6288f7f51ae5,Let’s discuss this in standup.,2026-01-06 12:37:49
