section_id,project_id,name,position
4544889b-5f12-4c8d-aedf-50a3e4c68aeb,3da44567-a3ee-42e9-b3e4-5bbb74db0197,Done,3
fa3de9df-71df-4f16-bdf4-a4fcbd0df940,ab51b4e2-eff3-4b83-83db-ac21863c85b5,To Do,0
ead16fe9-8202-4bcf-bde9-ff0198b6218b,ab51b4e2-eff3-4b83-83db-ac21863c85b5,In Progress,1
fa11d433-b06a-4f42-8a10-0a63a042f30e,ab51b4e2-eff3-4b83-83db-ac21863c85b5,Waiting,2
d829b707-1a90-4b39-83a4-978b638ab937,ab51b4e2-eff3-4b83-83db-ac21863c85b5,Done,3
93e3c38b-c2e1-4da1-89ba-440990b1b3bc,782dac4c-1a15-42b3-a4d2-a538869a8484,Backlog,0
719244d6-d104-480d-aee7-c4e04adc7002,782dac4c-1a15-42b3-a4d2-a538869a8484,In Progress,1
7d6b1d92-cd3f-473a-bd41-19df3c5b99d9,782dac4c-1a15-42b3-a4d2-a538869a8484,Code Review,2
5c60b867-1741-466d-bd2b-7d56aacc653d,782dac4c-1a15-42b3-a4d2-a538869a8484,Done,3
10036fcb-6b04-4337-83c1-77dd4d885787,99b9a85d-49a8-4ea5-8630-3927920f6cb5,To Do,0
d73cc0ad-8150-4ef5-8cd9-8d9ca22f3171,99b9a85d-49a8-4ea5-8630-3927920f6cb5,In Progress,1
619f85ba-895f-4289-a7f0-ff2d1089002f,99b9a85d-49a8-4ea5-8630-3927920f6cb5,Waiting,2
ab5c7508-3aa0-4bc5-bfc1-a315cc8c6d69,99b9a85d-49a8-4ea5-8630-3927920f6cb5,Done,3
85f34431-eecf-4af2-9362-e4f12fad66d9,a80486ae-2ee8-4981-b549-c373f0fb0d05,Ideation,0
8fecc678-d9e3-4d7e-a661-cea47ca6f0b5,a80486ae-2ee8-4981-b549-c373f0fb0d05,Creation,1
7c8ffddf-f7c5-403b-a307-d6688d39bd55,a80486ae-2ee8-4981-b549-c373f0fb0d05,Review,2
5f00b718-57ab-4105-b84b-e7d390f248b8,a80486ae-2ee8-4981-b549-c373f0fb0d05,Published,3
018692b4-801d-49e1-b70d-4bbd22e74e62,8bccd14c-8e44-43f9-bab8-5e020c9d14b5,Backlog,0
f668c687-3e0a-422f-8c8d-625ad31d9396,8bccd14c-8e44-43f9-bab8-5e020c9d14b5,In Progress,1
56817ec6-f966-49f1-a047-a32249b600ab,8bccd14c-8e44-43f9-bab8-5e020c9d14b5,Code Review,2
2c8d4e5b-7453-4f69-8da3-4dc1ec195af9,8bccd14c-8e44-43f9-bab8-5e020c9d14b5,Done,3
09230009-cf63-456d-a090-b9141a9e6b11,25892456-ab44-44ee-a03d-5767e4310f36,Backlog,0
8fa3f313-0342-4d2f-aaef-b51969b76fcf,25892456-ab44-44ee-a03d-5767e4310f36,In Progress,1
5fac3ff3-f188-4a64-8ce9-23434a812e6f,25892456-ab44-44ee-a03d-5767e4310f36,Code Review,2
a99707b6-fc8b-4fae-af72-f17f4a5720b8,25892456-ab44-44ee-a03d-5767e4310f36,Done,3
85754b99-f31a-4113-9a45-ba5f5732c40d,c19a9e37-222d-489b-b311-55d5a5319b8f,To Do,0
8fb411d1-b8eb-4bba-b8d9-dc13bcfaf6f3,c19a9e37-222d-489b-b311-55d5a5319b8f,In Progress,1
92e3a34f-0557-4ed5-89c3-8dd5a2c9751b,c19a9e37-222d-489b-b311-55d5a5319b8f,Waiting,2
d4c35aef-3b5e-419b-aa52-7397e198986a,c19a9e37-222d-489b-b311-55d5a5319b8f,Done,3
7426b3eb-06a4-4068-b21b-70e13f4c3316,d13687ff-c2a1-4acf-a7d5-b40974ff5c3f,To Do,0
e7c46355-d209-4cc0-88f9-da328e08ba37,d13687ff-c2a1-4acf-a7d5-b40974ff5c3f,In Progress,1
796ccf95-d488-4417-9643-3ffb5a5592c6,d13687ff-c2a1-4acf-a7d5-b40974ff5c3f,Waiting,2
523dd508-c63c-40ff-a5ff-f1ead1fa1d73,d13687ff-c2a1-4acf-a7d5-b40974ff5c3f,Done,3
56e2cf51-03ea-4b18-8b5f-954e0479dc7f,92cde1eb-2734-4667-a001-c2eadf67e8b2,Backlog,0
51ad93cb-8133-431e-b92a-2d45d75c9ff8,92cde1eb-2734-4667-a001-c2eadf67e8b2,In Progress,1
8ef40f32-541c-4d78-b07a-75461c34179d,92cde1eb-2734-4667-a001-c2eadf67e8b2,Code Review,2
845dbc60-fad3-4ad5-8659-a5631f84f843,92cde1eb-2734-4667-a001-c2eadf67e8b2,Done,3
de595dc3-7a3b-459e-8fe5-20405c60a4f1,05a5d134-2d0f-4662-a5e1-87a50af09648,Backlog,0
26b263ae-422e-4acf-8c00-79c52bcc5fdb,05a5d134-2d0f-4662-a5e1-87a50af09648,In Progress,1
31edb356-e2ef-4776-b01e-8c7d322bed5f,05a5d134-2d0f-4662-a5e1-87a50af09648,Code Review,2
6ed1ed2e-e2bd-42a4-b940-0a7501d7ee81,05a5d134-2d0f-4662-a5e1-87a50af09648,Done,3
1a7bd4ce-9565-4d49-862f-8e6be939d27b,1c588ef4-7538-4872-bb1b-872ad1ffa527,To Do,0
e9d06395-f58f-445a-bc54-b7cb77334225,1c588ef4-7538-4872-bb1b-872ad1ffa527,In Progress,1
873c74c8-5856-471a-adeb-3075ec862627,1c588ef4-7538-4872-bb1b-872ad1ffa527,Waiting,2
d22a7f0f-aa90-4f9e-a6fc-35305a0a872d,1c588ef4-7538-4872-bb1b-872ad1ffa527,Done,3
95c57f38-8d17-496c-8a41-2a468df3221d,2d61dda9-f06f-4238-a8fe-d3ea17994037,To Do,0
dfb1c18d-2561-4876-b8e5-1a334ecd2913,2d61dda9-f06f-4238-a8fe-d3ea17994037,In Progress,1
05e2af92-3763-4aeb-8185-2962eb40ebaa,2d61dda9-f06f-4238-a8fe-d3ea17994037,Waiting,2
e29c0798-32ad-43a3-97e1-85e984a9a336,2d61dda9-f06f-4238-a8fe-d3ea17994037,Done,3
79fc2425-1585-498c-987c-7fbbfb284b70,9395ccb1-f679-4919-a1a1-1e6ef289c1dc,Backlog,0
800672d6-6f22-486b-8e10-eaa645d44313,9395ccb1-f679-4919-a1a1-1e6ef289c1dc,In Progress,1
f1f06f55-4a3e-4caf-94ed-0797e0bd680b,9395ccb1-f679-4919-a1a1-1e6ef289c1dc,Code Review,2
95e07b03-af1e-4ec6-be7b-eb1f4ef9d724,9395ccb1-f679-4919-a1a1-1e6ef289c1dc,Done,3
60366220-e36b-4102-b24d-2b942773af64,fe9ebde3-f8cb-4b4c-9bb2-6eaafd3eb9b1,Ideation,0
06ec1e89-1b1a-4c0d-afbc-1516a9ec3d6b,fe9ebde3-f8cb-4b4c-9bb2-6eaafd3eb9b1,Creation,1
62f49d39-f681-4bc1-8e37-f04061f47ddc,fe9ebde3-f8cb-4b4c-9bb2-6eaafd3eb9b1,Review,2
2ca07090-5142-458e-a5db-5b7e574833a9,fe9ebde3-f8cb-4b4c-9bb2-6eaafd3eb9b1,Published,3
aaeb279e-a622-4ffc-b50f-7d8c460723a1,89124982-1a43-4132-a2b4-e0de7f504509,To Do,0
c707d850-39f6-4e0f-a415-a3c006472381,89124982-1a43-4132-a2b4-e0de7f504509,In Progress,1
7230b2eb-a32a-4ab1-a472-f2c82daa111d,89124982-1a43-4132-a2b4-e0de7f504509,Waiting,2
01da725f-f226-41f2-bc84-a150831c262c,89124982-1a43-4132-a2b4-e0de7f504509,Done,3
146d469b-8d09-4573-8342-8efd67ef13d8,284821f8-bf3d-436c-80c7-e1988ffd6e38,Ideation,0
d027563b-7b86-4f68-98a9-e365f83e5c2c,284821f8-bf3d-436c-80c7-e1988ffd6e38,Creation,1
30eb1a16-0b4c-411a-bc8a-4acc47460e34,284821f8-bf3d-436c-80c7-e1988ffd6e38,Review,2
5f3bc13b-3461-47bc-819e-efe2c4044567,284821f8-bf3d-436c-80c7-e1988ffd6e38,Published,3
