task_id,project_id,section_id,parent_task_id,name,description,assignee_id,due_date,created_at,completed,completed_at
cdf20ea8-fce6-4143-a121-151ba22e34cf,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review Email sequence,"Objective:
Review Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",1ccbcbd9-768f-4a23-8eee-5e2de10d6ab0,2026-03-28,2025-08-05 18:07:48.671771,1,2025-08-18 18:07:48.671771
e6b4f011-46dc-4e3c-a483-e6b5a279d83d,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Draft Landing page,"Objective:
Draft Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",649f3f7e-afd6-4c65-9340-fd8069ab41fc,2026-04-06,2025-11-27 18:07:48.671771,1,2025-12-02 18:07:48.671771
93e38032-b13f-4fc0-b57d-c271a1837a11,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,d8c98823-1f09-40e1-b07e-b9b9fbd19956,Prepare SEO keywords,"Objective:
Prepare SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-01-23,2025-10-10 18:07:48.671771,0,
a065f590-f7e8-4321-9535-e359f8ee91ab,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish Landing page,"Objective:
Publish Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",7dc57b17-c995-4d4d-9148-def5509c1932,2026-03-08,2025-07-23 18:07:48.671771,1,2025-08-05 18:07:48.671771
588de0ed-0403-40b5-96e2-936984ecceff,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Draft Landing page,"Objective:
Draft Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",0c8c501a-e532-40a4-9aae-b3415776987d,2026-02-06,2025-09-26 18:07:48.671771,1,2025-10-05 18:07:48.671771
05277872-d8bf-4a50-9f16-b25807f8016d,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Prepare Email sequence,"Objective:
Prepare Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",599961c4-4516-441a-87b9-c889f20adeef,2026-01-20,2025-09-05 18:07:48.671771,1,2025-09-14 18:07:48.671771
c1c83f8b-1ac0-4169-86ba-4cbdea1b84c0,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch SEO keywords,"Objective:
Launch SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",7ddd8d51-26f3-4587-ad32-8049692906d5,2026-03-31,2025-09-03 18:07:48.671771,1,2025-09-11 18:07:48.671771
91a17768-def2-4fd6-9a5a-a5825a4fe170,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,d8c98823-1f09-40e1-b07e-b9b9fbd19956,Prepare Ad creatives,"Objective:
Prepare Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",dd8e7d37-e50d-4bc4-9d3b-9b6433d03763,,2025-10-08 18:07:48.671771,1,2025-10-22 18:07:48.671771
c517a93f-4c60-4ba0-b389-3ed2a642947a,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Email sequence,"Objective:
Launch Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",0a97cb27-d615-489d-ba04-74605dd9c41f,2026-01-29,2025-08-20 18:07:48.671771,1,2025-08-26 18:07:48.671771
5808c2ef-fd45-43a0-b593-fab4b8430abf,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,a6565631-4a58-4514-a111-c308c91df1bf,Launch Landing page,"Objective:
Launch Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",a80e822f-8ff3-4ca5-ba71-f960b24f397d,2026-01-18,2025-12-03 18:07:48.671771,1,2025-12-09 18:07:48.671771
9aa517df-bd53-4f2f-bf6e-3b0065f8ae70,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze Ad creatives,"Objective:
Analyze Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",768cbd5d-4748-4c09-a73b-8ca4605796e6,2026-01-19,2025-12-02 18:07:48.671771,1,2025-12-11 18:07:48.671771
9bbee38f-dae5-43a2-b2a5-1cb290149709,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze SEO keywords,"Objective:
Analyze SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",de72d21f-f615-4a75-9d51-a38c70abe844,,2025-07-13 18:07:48.671771,1,2025-07-27 18:07:48.671771
122e43d4-7537-4a6f-8194-6198da530af7,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Ad creatives,"Objective:
Launch Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",8395bac1-b5d7-4b63-98c2-972c2c5bdaca,2026-01-10,2025-11-14 18:07:48.671771,0,
87abc6a1-e066-4f1f-b98f-4b261330970f,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish Ad creatives,"Objective:
Publish Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",a53b7ef8-a4cd-489b-a6e8-2d1f2162ba93,2026-03-06,2026-01-06 18:07:48.671771,0,
8559a92e-f353-4809-a37d-207dc4736f88,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Email sequence,"Objective:
Launch Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",4a09d34b-de83-4c5b-a1c4-a1a82843198c,2026-01-31,2025-12-25 18:07:48.671771,1,2025-12-26 18:07:48.671771
db4cbf4f-957e-4a9d-834f-5b451228dec6,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Prepare Q2 campaign,"Objective:
Prepare Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",790a55da-cc09-434d-9d2c-436c3ce2e7fc,2026-01-11,2025-09-11 18:07:48.671771,1,2025-09-19 18:07:48.671771
af2cf303-1918-4316-87c8-ef87b5606a24,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review Email sequence,"Objective:
Review Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",7d853f58-937e-4656-ab97-d3b98cf706ca,2026-02-26,2025-11-05 18:07:48.671771,1,2025-11-07 18:07:48.671771
3a04829a-2986-4dcf-81f3-e752d561ed7e,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze Email sequence,"Objective:
Analyze Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",1801b631-9310-494a-a476-0cd9f347f3bc,2026-01-26,2025-07-23 18:07:48.671771,0,
8a880aab-bbd3-497b-b439-e8f24e3f267f,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Prepare SEO keywords,"Objective:
Prepare SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",dc005deb-816d-41ee-81b9-4c0f7a8f814b,,2025-10-13 18:07:48.671771,1,2025-10-27 18:07:48.671771
7dfef6d4-ca82-48b6-a544-a421b7ebfe4f,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,9bbee38f-dae5-43a2-b2a5-1cb290149709,Draft Q2 campaign,"Objective:
Draft Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",741f1b61-d930-45b1-ac77-44e93f018f3f,2026-03-21,2025-08-11 18:07:48.671771,0,
c2ce957e-16ef-44a1-b750-a7b6b28dcbf0,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review Ad creatives,"Objective:
Review Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",ee8e329f-b236-449d-9beb-1005f3b2b0f2,2026-03-22,2025-10-23 18:07:48.671771,1,2025-10-31 18:07:48.671771
9d091f83-b5a3-4aae-b41a-3ed60fcea9c1,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Draft Ad creatives,"Objective:
Draft Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-02-13,2025-09-06 18:07:48.671771,1,2025-09-09 18:07:48.671771
926ee01d-d844-4e28-91ba-2a9551b5eeef,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish SEO keywords,"Objective:
Publish SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-01-14,2025-08-07 18:07:48.671771,0,
8c329768-4778-42d9-b219-4bc0051e00b0,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish Email sequence,"Objective:
Publish Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-03-07,2025-09-04 18:07:48.671771,1,2025-09-05 18:07:48.671771
b084aafe-7ca0-47eb-9012-4d1610994220,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze SEO keywords,"Objective:
Analyze SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",cbd0cd4f-17e4-4b71-aeef-77d1d6e4e8a4,2026-01-08,2025-09-16 18:07:48.671771,0,
6d17cc59-5948-441a-8a93-7229ce934def,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Ad creatives,"Objective:
Launch Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",435d7cda-567c-4f2b-851d-def095578055,2026-01-26,2025-11-08 18:07:48.671771,0,
4c7b21dd-5a48-494a-b694-aebf7e65ee13,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Prepare Q2 campaign,"Objective:
Prepare Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",703ef092-8288-43b5-aa98-8c64ee034e6f,2026-02-26,2025-10-05 18:07:48.671771,1,2025-10-07 18:07:48.671771
f9b8d3d2-1fec-4e80-ab51-d836bbe56cc8,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze SEO keywords,"Objective:
Analyze SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",2fa42f47-0715-4a2c-b6bb-dab61b86c25d,2026-03-13,2025-12-11 18:07:48.671771,0,
b43d7da7-200a-4937-8728-70f3aee8cddc,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review Q2 campaign,"Objective:
Review Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-02-01,2025-10-24 18:07:48.671771,0,
6329c58c-e129-4da5-8c68-3deaddba8167,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Q2 campaign,"Objective:
Launch Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",3beb25d4-abf3-4a7a-a0f4-24ef1440b18d,2026-03-18,2025-11-03 18:07:48.671771,1,2025-11-05 18:07:48.671771
5bb85caa-ec54-4569-b468-40842333353e,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Prepare Email sequence,"Objective:
Prepare Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",86828a2f-36e4-4ce9-80e4-e78a3ef5d4a7,2026-01-28,2025-09-03 18:07:48.671771,1,2025-09-10 18:07:48.671771
2fb0a1dd-eaed-4793-a34d-4816dc7cff9b,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish Q2 campaign,"Objective:
Publish Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",d4308b09-f82e-4a16-82c9-54d85ab6a91a,2026-03-14,2025-11-02 18:07:48.671771,0,
eb4fa89e-8de6-453d-9fb9-1c59d87dd1d5,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Q2 campaign,"Objective:
Launch Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",53defac8-1ec6-47fb-839c-6fb1dfcfcb23,2026-01-18,2025-09-04 18:07:48.671771,0,
827bf8da-1577-457a-a0ca-006a2d2f284f,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review SEO keywords,"Objective:
Review SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",b5009cd9-2f3d-409d-8746-97549969344a,2026-03-29,2025-10-12 18:07:48.671771,1,2025-10-16 18:07:48.671771
cebb965d-3862-462a-8674-88c27ba2aea1,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Ad creatives,"Objective:
Launch Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",7ac44dc0-dabd-4abd-b9d7-a5bf7630b3f0,2026-03-12,2025-07-14 18:07:48.671771,1,2025-07-23 18:07:48.671771
7bc50379-16d1-4345-b80e-7a1dc1724a95,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review SEO keywords,"Objective:
Review SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",161b07a9-c005-4a9b-a49d-abf007728bf5,2026-03-24,2025-09-12 18:07:48.671771,1,2025-09-18 18:07:48.671771
d199ef9c-ecd8-4219-b938-189bdf84633b,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze SEO keywords,"Objective:
Analyze SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",4cfe0580-ee3d-4ac5-901a-4690028e0ab4,2026-04-01,2025-09-06 18:07:48.671771,1,2025-09-07 18:07:48.671771
e2ba0eac-576a-451a-b1f2-2bd933c7ae23,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review SEO keywords,"Objective:
Review SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",2d1775e2-c770-4c1f-ba48-1ebc5fda22b5,2026-01-10,2025-09-28 18:07:48.671771,0,
35339fce-702c-4884-84b1-e8053abf7c50,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Draft Q2 campaign,"Objective:
Draft Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",,2026-01-16,2025-08-15 18:07:48.671771,1,2025-08-20 18:07:48.671771
67c92a67-544e-4887-8e75-b3a1e52f6197,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,0b0b12bf-3c8d-4ae0-a2f3-7bb9dc56dc14,Draft SEO keywords,"Objective:
Draft SEO keywords

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",48d1f932-d98f-40db-b74d-74245821b708,2026-03-16,2025-11-23 18:07:48.671771,1,2025-12-03 18:07:48.671771
64fac249-c165-435f-8227-24d3445059bb,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze Landing page,"Objective:
Analyze Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",f597a9d0-0a0f-4472-9e77-6dd2d09860db,2026-03-17,2025-10-06 18:07:48.671771,1,2025-10-17 18:07:48.671771
2ccdedaf-1c32-46dc-b3c9-2c03137a8236,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Analyze Landing page,"Objective:
Analyze Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",ba582f05-4885-42b6-861b-b2460c0a3e02,2026-03-18,2025-08-15 18:07:48.671771,0,
47718986-fa90-4317-9c8d-776b5ab1ecda,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,cebb965d-3862-462a-8674-88c27ba2aea1,Publish Ad creatives,"Objective:
Publish Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",bbd012b3-b6c9-42b4-8e70-a4bbc73cfe67,2026-02-26,2025-11-18 18:07:48.671771,1,2025-11-19 18:07:48.671771
1827372a-0ea5-4b91-9243-fa0fa2b1b569,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,5bb85caa-ec54-4569-b468-40842333353e,Launch Email sequence,"Objective:
Launch Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",fa3ceb8d-957c-4f9c-9cdb-86947150ad7a,2026-02-17,2025-08-20 18:07:48.671771,1,2025-08-23 18:07:48.671771
b73d58c6-fe82-447b-a88d-a15854f7a0b1,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,937fa228-3d2f-4c31-97bc-78f94b07f3c5,Review Q2 campaign,"Objective:
Review Q2 campaign

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",95b0e7a2-f54d-4b39-b9c6-1a67fd2bbe83,2026-03-13,2025-10-24 18:07:48.671771,1,2025-10-25 18:07:48.671771
6d11d07f-0755-4ac7-8561-37328652ebf7,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Launch Ad creatives,"Objective:
Launch Ad creatives

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",6d64593b-888e-4f9f-88eb-48496bc8e493,2026-02-06,2025-12-31 18:07:48.671771,1,2026-01-12 18:07:48.671771
e7496e2c-67c3-4cd8-a8be-e93eb7bb4b44,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Review Email sequence,"Objective:
Review Email sequence

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",05e6bcf7-9d06-42c0-829c-c119d9227e26,2026-03-13,2025-08-07 18:07:48.671771,0,
d0a45bc8-8ead-4cc3-a7b1-a2ea853e5941,6b112919-b988-4b2c-89b0-42b9eb6d334f,a34efb36-f9f9-4875-93e2-4bf001cb23d2,,Publish Landing page,"Objective:
Publish Landing page

Details:
- Review current implementation
- Apply necessary changes
- Validate with stakeholders

Acceptance Criteria:
- No regressions introduced
- Task meets expected outcome",9ea255cb-411b-42ee-98c0-1cd7b3832584,2026-01-16,2025-12-22 18:07:48.671771,1,2025-12-29 18:07:48.671771
