value_id,task_id,field_id,value
f5134678-fb8f-4819-8dd3-edd7f0da6b2c,6d17cc59-5948-441a-8a93-7229ce934def,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
b45f543f-796b-4a1d-8480-795263e5d9ea,4c7b21dd-5a48-494a-b694-aebf7e65ee13,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
aaae1916-1be1-465e-aaef-58818ef09ac1,4c7b21dd-5a48-494a-b694-aebf7e65ee13,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
315b50c4-e6fa-4d5c-a427-365bf0f84faa,f9b8d3d2-1fec-4e80-ab51-d836bbe56cc8,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
0655d8c2-6919-4a8d-9ef8-6e02e310bb77,b43d7da7-200a-4937-8728-70f3aee8cddc,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
543f8de0-820b-4766-aef8-040a3bb52729,b43d7da7-200a-4937-8728-70f3aee8cddc,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
c8f92b73-0c74-4b90-9c57-8565e96c7b66,6329c58c-e129-4da5-8c68-3deaddba8167,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
379f0fbe-b911-4203-bdd4-c765a38a1edd,6329c58c-e129-4da5-8c68-3deaddba8167,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
37a9c9cc-dfd0-470e-93d9-c77c0ddbdf65,5bb85caa-ec54-4569-b468-40842333353e,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
df3b7af7-bb40-4649-9ad7-c821f2c0fe18,5bb85caa-ec54-4569-b468-40842333353e,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
a44d62c5-7bf2-4144-9aea-039140f929b2,eb4fa89e-8de6-453d-9fb9-1c59d87dd1d5,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
a4ffceb4-0912-41eb-9408-792a4e1d859b,eb4fa89e-8de6-453d-9fb9-1c59d87dd1d5,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
6d5504a5-96ae-4967-bf87-fc71e162dfdd,827bf8da-1577-457a-a0ca-006a2d2f284f,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
16870bcf-20d1-4162-bcbf-f7980f5a5d41,827bf8da-1577-457a-a0ca-006a2d2f284f,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
f1c887a3-5139-4edf-bf52-522e6157c471,cebb965d-3862-462a-8674-88c27ba2aea1,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
b41af9fe-67b8-4e3b-a6f8-9b0d6454ec6c,7bc50379-16d1-4345-b80e-7a1dc1724a95,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
694c264a-eb81-43ab-ac34-3b29d47daf69,7bc50379-16d1-4345-b80e-7a1dc1724a95,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
8c22885f-c480-4a9e-ae8b-8a556e113a06,d199ef9c-ecd8-4219-b938-189bdf84633b,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
2ffabeee-206a-4a0b-931f-1b072f2df1e5,e2ba0eac-576a-451a-b1f2-2bd933c7ae23,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
22b24ad8-a04b-43e4-b315-c6ed1463de8f,e2ba0eac-576a-451a-b1f2-2bd933c7ae23,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
7743e634-b62c-4dd2-bc94-bc11a6a9ce20,35339fce-702c-4884-84b1-e8053abf7c50,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
3409f8e9-d233-43ca-826d-2c64ce96714e,35339fce-702c-4884-84b1-e8053abf7c50,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
1329b070-5224-4281-afb5-ccc0e9dd9b37,67c92a67-544e-4887-8e75-b3a1e52f6197,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
528e36f0-6ab9-416b-9a74-9ebb0190ae86,67c92a67-544e-4887-8e75-b3a1e52f6197,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
c749f6aa-d179-43d0-ae7d-f2f4bf257f44,64fac249-c165-435f-8227-24d3445059bb,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
2539c6cb-3f8b-4755-b277-ea2d961f4899,64fac249-c165-435f-8227-24d3445059bb,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
a2bcf126-602a-423f-8a9a-fc246d35f14a,2ccdedaf-1c32-46dc-b3c9-2c03137a8236,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
4c42871d-d93a-43c8-95e3-e562f5af8df4,2ccdedaf-1c32-46dc-b3c9-2c03137a8236,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
3526dfc9-e2c2-4e25-95d2-6847c2c5d700,47718986-fa90-4317-9c8d-776b5ab1ecda,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
833182ff-0fc1-4e6d-9adf-1cabc75f0323,47718986-fa90-4317-9c8d-776b5ab1ecda,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
1f68ee7e-fffb-408b-a7ea-b4dc0812c738,1827372a-0ea5-4b91-9243-fa0fa2b1b569,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
1a4f88e9-bee2-49e9-affc-eae794337573,1827372a-0ea5-4b91-9243-fa0fa2b1b569,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
86d278f7-6c36-4bf6-8afb-79440ab5d572,b73d58c6-fe82-447b-a88d-a15854f7a0b1,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
41b68037-8087-4d90-9efe-de8eeef719b2,b73d58c6-fe82-447b-a88d-a15854f7a0b1,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
bcf8c9df-a741-448f-93ce-66108aef2aa0,6d11d07f-0755-4ac7-8561-37328652ebf7,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
a06714da-8a9a-46d4-a8f8-b014f22fc060,6d11d07f-0755-4ac7-8561-37328652ebf7,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
ce615481-9d7a-4401-8e26-8cb82dc7345b,e7496e2c-67c3-4cd8-a8be-e93eb7bb4b44,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
46fe7ba5-c112-4ec5-aa8e-ea589bf4e576,e7496e2c-67c3-4cd8-a8be-e93eb7bb4b44,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
67c5c7d6-fc45-40e4-917f-01c3974ba6ae,d0a45bc8-8ead-4cc3-a7b1-a2ea853e5941,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
37a66103-f6c5-404d-964d-5b480aff1f10,618bd793-ae28-4832-b94d-e4d821f62563,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
28b54cd6-8efe-44c2-a533-0d274457946a,618bd793-ae28-4832-b94d-e4d821f62563,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
e0006ffa-fff7-4daf-9d74-dd1f6deeb2ea,ca042c76-6ddd-4485-a74b-ef7783e8e48c,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
d15e1f49-8305-47a0-81c5-29bddb932b9a,ca042c76-6ddd-4485-a74b-ef7783e8e48c,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
261eb255-f791-4909-90ba-32ec9346426c,ac509092-758d-4a5a-b79f-db43954436ce,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
75f3e367-3b9c-43ab-9b83-de71402ad584,ac509092-758d-4a5a-b79f-db43954436ce,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
518eefa6-ea70-43f5-8236-0751c486deb8,3a994cc6-7bda-4ef6-941f-1319557e6064,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
a02cb89e-f5d3-4e9b-8c35-5b11c20ef5aa,3a994cc6-7bda-4ef6-941f-1319557e6064,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
9932df24-6a2a-4551-bee5-8a431fb15170,f3ee84eb-6414-4223-ad35-819a91ce2eb5,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
e1b8661b-d25b-43f7-acca-0c02a0180b5e,7d98a4fe-c094-4312-8ae7-de33415f4447,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
047e7ccb-f30d-4dab-ab8c-13e0b0c068d6,7d98a4fe-c094-4312-8ae7-de33415f4447,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
ab24556c-c15e-4f25-96be-f4bf711597b8,a77a279d-3025-415d-9f85-556de4e99dbc,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
879f0e1e-7e4f-448e-8b40-960e52d20fff,a77a279d-3025-415d-9f85-556de4e99dbc,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
18b22af5-e9d4-4c62-8a0f-166ee97f1b1b,e127fd37-a638-4d82-a916-68e18eff9ade,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
356c8d7a-96ae-4be7-947c-467786a2bc6e,e127fd37-a638-4d82-a916-68e18eff9ade,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
5697f806-5bc4-457d-9724-bf8ee813eac2,a015fbe7-4a4b-4a3d-9eb9-f9d2394b1158,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
2951768c-0554-4d59-aba6-31f0c67d2573,46615575-d4e6-4742-a94b-5727253ca56e,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
b99cf5f1-187d-4be8-b67e-9af82d87a158,46615575-d4e6-4742-a94b-5727253ca56e,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
a0659aa5-9742-4177-ac6d-0ac642d42e94,e9b2d63c-aa48-456d-9d6a-0d334afd5c6c,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
e4e346d9-92b8-4141-8aaf-f3c03dcb0c52,e9b2d63c-aa48-456d-9d6a-0d334afd5c6c,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
f3327b4d-65fb-43fd-84f2-e3826e06a59a,44d6d6cb-17c4-49fa-967d-a7716b22f5e9,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
9dfd878f-405f-4302-ba1d-7b140d4c4c22,44d6d6cb-17c4-49fa-967d-a7716b22f5e9,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
098d0e58-c642-4b3e-b5c0-4410f5429914,202362f3-d1aa-47cd-8bb0-5bd311e86a77,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
fd6d8ef7-253e-4369-ad0e-cb12f574c6f8,202362f3-d1aa-47cd-8bb0-5bd311e86a77,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
cab660ae-4339-4a0f-81d0-4c12dcc95e59,c4385224-da7b-43c4-9a1b-a9b81115e98b,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
d6f120f5-0a78-4a20-a9fa-25219af467df,c4385224-da7b-43c4-9a1b-a9b81115e98b,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
124e3f71-cd1b-4083-a7e8-cb790899ac45,84c543cc-b1af-4ec3-bb56-927564dc6d7c,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
c4d32440-073d-423a-bb21-57e2b4ddebf1,84c543cc-b1af-4ec3-bb56-927564dc6d7c,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
3e49d402-99be-42f8-831b-bd16689d88ef,515e6c9a-a6e2-47ca-9e10-16d235413935,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
678a195b-ee45-4e60-8625-ef4a7589b748,8a2a9fb3-c757-4d31-9949-dd62d3e39aa2,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
b87655a8-06fe-44f2-8d09-2205a954ae1d,ee7b5e64-f9d7-466f-ad99-d8d4242981d6,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
7c8b0f29-ef02-4df6-b23b-754916391e2f,ee7b5e64-f9d7-466f-ad99-d8d4242981d6,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
37ea09f8-0e87-4630-b7d2-9663958dbf40,dda9185a-0b2d-4ec3-b607-27736ea60c81,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
f41e4f6e-1fb4-40ad-aeef-fb73b4de296b,dda9185a-0b2d-4ec3-b607-27736ea60c81,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
a723df43-1e39-4acd-af4b-296e960f16e0,ab3d0f08-4c28-4785-99ec-fd1b5dcd7c54,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
8ec94011-c061-4368-b8a5-5d74cfb8667c,d2507796-cbeb-4d9c-abe2-d7a9b8cf92ea,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
ccada97b-61ca-489a-b213-6aaffa93cee1,24eb6f63-1060-4a7f-9e84-a04b82ecc06b,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
e8a3f7ac-5ab3-46b0-9927-42a62f1e5141,24eb6f63-1060-4a7f-9e84-a04b82ecc06b,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
1d93150f-95c7-4861-b3c5-481633478aba,7b8bf706-e0ce-4fbf-8f28-a0a8f71cb14a,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
0565f9f2-fd73-468d-b1fc-08a1d1407948,bc070c92-43ab-4f1b-a586-c6debc5bb458,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
6d766c41-e096-4a07-ab21-ac859f0469c3,bb282bb4-d201-4112-8b9a-eb54230c33b3,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
5df39c16-1770-414c-adf7-a55eeaa09364,bb282bb4-d201-4112-8b9a-eb54230c33b3,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
254075f7-95b8-4f9b-b08d-07c8e7ff32ba,81da96af-506f-4227-afae-d0f01503f37b,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
48a7a647-554d-4582-9a39-1a6dbafd5c19,da380f47-4d0a-47bd-a25f-4caf1ffb648a,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
6825ffe5-9820-4a5a-a5f5-c7e215b6fc39,da380f47-4d0a-47bd-a25f-4caf1ffb648a,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
9ca08bc8-40f7-473b-b3d0-4458577a4247,53a7d01d-8af2-4aa8-a823-cf66f50c0621,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
2ac8bd91-dfde-4025-b359-63b665c01f84,53a7d01d-8af2-4aa8-a823-cf66f50c0621,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
3b511a02-1692-4413-a182-4110937645b1,180c2017-8e71-44a7-8f39-9cc47571eb3c,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
4d9d1ed0-7550-431a-9ab0-19f70a287259,180c2017-8e71-44a7-8f39-9cc47571eb3c,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
d7c5bd73-a105-4cf2-ad5c-2f151139087b,ea437c24-0e28-48ec-bd1d-428611ada1f3,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
a4c2d624-c362-4f50-8a14-b16dec01971a,ea437c24-0e28-48ec-bd1d-428611ada1f3,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
e08324cd-4a2b-4900-b977-1f588eafbc4b,aaa9d440-2c1b-49ec-8a65-7f9ad3790096,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
61277af7-dec4-44c2-af1c-cd554165ef8d,aaa9d440-2c1b-49ec-8a65-7f9ad3790096,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
d62435dd-ce25-4819-b986-4f67e86fede6,972816cf-be7c-4608-8bc5-a5064fe08bd9,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
06a4ac57-bda1-4f22-a501-95acd7e4da6a,972816cf-be7c-4608-8bc5-a5064fe08bd9,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
1491ec82-3fd9-4640-ade3-8a8485a631f4,2daae4d1-e5b5-43bc-b740-b59a0c7f28c0,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,High
d71044b4-2811-4548-a079-a6ee187305c4,2daae4d1-e5b5-43bc-b740-b59a0c7f28c0,8237d2e8-775d-42ec-a9df-096d18bc5ec3,1
7966d422-ce71-4c87-b9e4-b47c271dd05d,cc52b609-2265-4a51-8692-ab4a1447991e,8237d2e8-775d-42ec-a9df-096d18bc5ec3,8
eae58719-3223-4014-86dd-5c48969019db,13aeea37-a639-450d-9ed6-74b37dd42a8d,8237d2e8-775d-42ec-a9df-096d18bc5ec3,3
6cc60373-7653-4ae3-9a28-41c607ac0902,48f9751a-3e61-481d-9547-b8d2634b3dbd,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
ffbb6cad-b66e-41f9-8df8-68293ed34967,48f9751a-3e61-481d-9547-b8d2634b3dbd,8237d2e8-775d-42ec-a9df-096d18bc5ec3,2
cfd77c23-05f0-4311-932d-a5e9ed18bc70,a34cada0-4d14-46f4-ac11-4b1761c8233a,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Medium
6f7b0431-643e-4f95-b490-8719340ce621,dc8e470d-5dde-4533-bf55-94135792fc32,4e39d37d-12d0-4f86-a72c-a81ad99a5fee,Low
ca230ce8-cc3c-47ae-bae6-55c3c1a21d14,dc8e470d-5dde-4533-bf55-94135792fc32,8237d2e8-775d-42ec-a9df-096d18bc5ec3,5
