section_id,project_id,name,position
2bde6216-3514-4776-bf2a-ba5d5fffdbc8,12dbfc72-6bfc-4ad9-b4b6-730c946cfabe,In Progress,1
f1caa5b4-8eff-40e4-aac8-6d60aab4f73f,12dbfc72-6bfc-4ad9-b4b6-730c946cfabe,Code Review,2
25748a38-ac5c-402c-9285-46da7ecea3f2,12dbfc72-6bfc-4ad9-b4b6-730c946cfabe,Done,3
1ee85479-b861-4b57-adca-2d2ad11f6c2a,34c61bea-00fa-49db-92be-55ac435c9f90,Backlog,0
404185a2-e25c-4e3a-ad8c-d2cbd92694a7,34c61bea-00fa-49db-92be-55ac435c9f90,In Progress,1
ee22a2c2-e874-4d6b-b20f-72b5affe3386,34c61bea-00fa-49db-92be-55ac435c9f90,Code Review,2
ae104ecb-71c9-403a-a525-716b12d28257,34c61bea-00fa-49db-92be-55ac435c9f90,Done,3
bc31dac4-cb58-4783-907d-db4f4607e909,861195e0-10d9-41af-9ed3-9026e3b39045,Backlog,0
8a96966a-4268-47d6-a332-1a927c504897,861195e0-10d9-41af-9ed3-9026e3b39045,In Progress,1
501045c3-3b6f-4a8e-a766-51fdeb914ab9,861195e0-10d9-41af-9ed3-9026e3b39045,Code Review,2
6dcb796c-3e3d-4b94-b69d-6673e0854e1c,861195e0-10d9-41af-9ed3-9026e3b39045,Done,3
51586830-3d80-4d26-b750-d8cb62548583,6dfb8fee-9b7f-4ad3-93d8-f2baaa247a7c,Ideation,0
5e352424-60f8-4143-9da9-bd26376f7ee7,6dfb8fee-9b7f-4ad3-93d8-f2baaa247a7c,Creation,1
e9cf6f5c-c23c-4fdd-b43e-e4829a31c7a8,6dfb8fee-9b7f-4ad3-93d8-f2baaa247a7c,Review,2
4ffeff45-a568-4bef-a71a-9826736b4a84,6dfb8fee-9b7f-4ad3-93d8-f2baaa247a7c,Published,3
6816b5e1-234e-4cb5-a229-189a9d2d1220,112e279d-3e43-4af0-9c0b-d31b419cfc70,Backlog,0
ce5fd1e3-928b-4c82-b04c-a7947b7b4037,112e279d-3e43-4af0-9c0b-d31b419cfc70,In Progress,1
e2c205d5-5667-4b4a-b8d8-2f602e315893,112e279d-3e43-4af0-9c0b-d31b419cfc70,Code Review,2
1f470348-c214-4483-919c-9b1ecbad0b38,112e279d-3e43-4af0-9c0b-d31b419cfc70,Done,3
a21c1845-6e87-46ee-8de0-e51c82dc27a1,00d2c50b-b52a-46be-8629-660bde2073aa,Ideation,0
a44dc2cd-92fb-4fdd-a754-747193a65a9e,00d2c50b-b52a-46be-8629-660bde2073aa,Creation,1
70abbb0a-562a-4b2e-9c9f-9211767eebdb,00d2c50b-b52a-46be-8629-660bde2073aa,Review,2
9b5eedec-8268-41e7-9269-366169f57e2a,00d2c50b-b52a-46be-8629-660bde2073aa,Published,3
868bc891-4981-478d-b74f-7952f3c4a602,56692ed3-578c-42b7-92a8-ea280c4e1547,Backlog,0
31a50f7c-a6b4-4ee1-b2a5-9c300669966b,56692ed3-578c-42b7-92a8-ea280c4e1547,In Progress,1
48e106f0-d50f-4623-8e28-e9023b4a6422,56692ed3-578c-42b7-92a8-ea280c4e1547,Code Review,2
0b67840f-2c9c-4f0e-b641-ade9c9b34c80,56692ed3-578c-42b7-92a8-ea280c4e1547,Done,3
57ca7c63-d11f-4d4a-906e-445fa506286d,924569fa-8b3f-4e22-9ccd-7b4b4d553bb4,Ideation,0
d8ef26cb-095b-4c52-b29e-3127c3e43923,924569fa-8b3f-4e22-9ccd-7b4b4d553bb4,Creation,1
008e2b04-a555-448f-838f-87ac0ec3f215,924569fa-8b3f-4e22-9ccd-7b4b4d553bb4,Review,2
ebabaa9e-6436-4072-a6a1-baeb8ad32f40,924569fa-8b3f-4e22-9ccd-7b4b4d553bb4,Published,3
21fb0eae-5a3f-465b-aae8-a913534e3ca1,386d3b9e-e8c2-4e3d-9db3-852480055e1b,Backlog,0
af9b1625-9ed1-4715-bd31-41c3090a6648,386d3b9e-e8c2-4e3d-9db3-852480055e1b,In Progress,1
4a60185e-7759-4baa-8bfe-ecc1ebdf9fa4,386d3b9e-e8c2-4e3d-9db3-852480055e1b,Code Review,2
b1299d6b-7bb5-4269-91d3-ff55acaa3d08,386d3b9e-e8c2-4e3d-9db3-852480055e1b,Done,3
d7125e5b-2c78-4c3d-ae21-8574980df07f,460500d5-514f-4a42-930c-2340960259dc,Ideation,0
f3fca46d-5088-48d9-9cda-46399bad74df,460500d5-514f-4a42-930c-2340960259dc,Creation,1
8a4d14d1-653d-4f05-abac-53dd319c94f9,460500d5-514f-4a42-930c-2340960259dc,Review,2
29bc2061-761a-4c28-8685-f59f1e1b4df9,460500d5-514f-4a42-930c-2340960259dc,Published,3
ea00d72d-064c-43f5-9eba-ef9400d568a2,f082f608-51d0-4cb3-9e29-74793892c65c,Ideation,0
5db6e651-453c-48cf-a2ee-5da33fa7b4e0,f082f608-51d0-4cb3-9e29-74793892c65c,Creation,1
6d8fd552-49d9-429c-9b8f-c3f4146e9aa3,f082f608-51d0-4cb3-9e29-74793892c65c,Review,2
3601181e-c4cf-4bba-9d51-07b7d3c73cd6,f082f608-51d0-4cb3-9e29-74793892c65c,Published,3
bbc7eac5-616c-4236-b051-3891585b05f5,c06c8f4d-26e5-41bd-86e8-351bb6d4358f,Backlog,0
3c1e186f-ffdf-4abb-88f6-e185bc5f44fd,c06c8f4d-26e5-41bd-86e8-351bb6d4358f,In Progress,1
b6b152c3-ff2e-4a29-a634-6805fd2022db,c06c8f4d-26e5-41bd-86e8-351bb6d4358f,Code Review,2
be67c18b-2d03-4162-98e2-dd6ba469ff03,c06c8f4d-26e5-41bd-86e8-351bb6d4358f,Done,3
141ef612-9f45-463e-98b3-9958218b0673,8cf5bb13-eed1-4204-b339-7ff1070586ba,Ideation,0
34de839c-4ea8-4c06-b81a-5b6a05e3d104,8cf5bb13-eed1-4204-b339-7ff1070586ba,Creation,1
c5325236-e969-4aee-a758-b49f5e56c3ce,8cf5bb13-eed1-4204-b339-7ff1070586ba,Review,2
1f06a6f9-9230-47ef-84e0-2e172d0ad7a2,8cf5bb13-eed1-4204-b339-7ff1070586ba,Published,3
667f9e2c-f29e-47ef-8479-d2c64ec3e03a,9ac16969-8886-4513-ab75-12b1a4531acc,Backlog,0
032535bd-f945-4914-9068-10331b8145f2,9ac16969-8886-4513-ab75-12b1a4531acc,In Progress,1
c93184e5-8b35-4396-90c5-3ef147d7e353,9ac16969-8886-4513-ab75-12b1a4531acc,Code Review,2
78415080-783c-44c3-bf42-680cd2443303,9ac16969-8886-4513-ab75-12b1a4531acc,Done,3
f7807d4b-1795-44a6-b513-b431f7073961,58ce40e8-87f7-4384-aabd-f0af377f06f8,To Do,0
b90392d0-fc7b-4051-b7d9-338bb32b1c81,58ce40e8-87f7-4384-aabd-f0af377f06f8,In Progress,1
14eb6e4f-4224-475a-a3b2-c0fb6fa3bb8f,58ce40e8-87f7-4384-aabd-f0af377f06f8,Waiting,2
93d4a9a2-788d-47a1-8840-4f3b974184fc,58ce40e8-87f7-4384-aabd-f0af377f06f8,Done,3
7683968a-0308-43f7-a0ac-237a4ee5fe3a,b337dbc1-1606-4390-baa0-3e5433524e2a,Backlog,0
1c317d89-586f-4922-8a61-fd34a071a4c5,b337dbc1-1606-4390-baa0-3e5433524e2a,In Progress,1
d97d4797-a786-4d0e-ac13-2a8b7f99616e,b337dbc1-1606-4390-baa0-3e5433524e2a,Code Review,2
06cebe79-d5b5-427e-b12b-671098c2fe69,b337dbc1-1606-4390-baa0-3e5433524e2a,Done,3
6cef69e2-dbcb-44dc-b11d-ec3c1c9fc0f7,845ad8d9-7514-45c1-912b-ca481a0a9233,To Do,0
9e629221-2c29-4814-896e-2e089b3d34be,845ad8d9-7514-45c1-912b-ca481a0a9233,In Progress,1
c01d58c4-2c25-4a42-a52e-7aebd1458e31,845ad8d9-7514-45c1-912b-ca481a0a9233,Waiting,2
aaa557a5-247a-4d1a-8638-000d105f2979,845ad8d9-7514-45c1-912b-ca481a0a9233,Done,3
7d0b823b-d48f-4860-ac90-dbf42af6cec0,026e35e7-3cc7-4f22-a773-3c078bdbb135,Backlog,0
ce7ff69e-763a-4b32-85ee-54abbba46075,026e35e7-3cc7-4f22-a773-3c078bdbb135,In Progress,1
266dcc06-8d36-422b-aba7-39518b5d85d9,026e35e7-3cc7-4f22-a773-3c078bdbb135,Code Review,2
4a03a7dc-16a9-47d7-ba3a-04bdbcf1f9a8,026e35e7-3cc7-4f22-a773-3c078bdbb135,Done,3
c6e42f41-0344-46c9-ae36-c6330a0986d1,681674ab-e44c-4464-bb9f-c4e3cc24178d,Ideation,0
36569b19-aa58-4830-aceb-91cef0ede342,681674ab-e44c-4464-bb9f-c4e3cc24178d,Creation,1
b5f47253-7e8e-48fe-b5aa-402db8f6f9f8,681674ab-e44c-4464-bb9f-c4e3cc24178d,Review,2
10bab3d9-6bd8-485c-a75f-0080533e9eb1,681674ab-e44c-4464-bb9f-c4e3cc24178d,Published,3
8ad8aacb-6366-4f7a-9424-902a4588015e,540a13ef-5612-423f-85cc-e013e05b0d8d,To Do,0
046f38d3-17ad-41e2-80e0-e2633c820d07,540a13ef-5612-423f-85cc-e013e05b0d8d,In Progress,1
143e9e83-071c-4934-825e-0a8a3d0bb362,540a13ef-5612-423f-85cc-e013e05b0d8d,Waiting,2
2dab168e-3b43-4d0f-b112-983bce5907e7,540a13ef-5612-423f-85cc-e013e05b0d8d,Done,3
b087a4bb-a45f-47f6-9f05-d30059264e08,64bef440-b23e-425b-a9c3-1ff88dc9b07e,Ideation,0
ae1671f5-a213-4798-ad8f-d019734e2e8e,64bef440-b23e-425b-a9c3-1ff88dc9b07e,Creation,1
83a3e0cf-68da-46d3-8057-f22c4183b5b5,64bef440-b23e-425b-a9c3-1ff88dc9b07e,Review,2
a2b1e2cc-d4df-45e5-b50f-74ebabca9a1a,64bef440-b23e-425b-a9c3-1ff88dc9b07e,Published,3
